true_exponent,ls_estimate,ls_5th_percentile,ls_95th_percentile,ml_estimate,ml_5th_percentile,ml_95th_percentile,ml_star_estimate,ml_star_5th_percentile,ml_star_95th_percentile
0.1,0.10550531479949225,0.09823056915482858,0.11386182147074438,5.5122785189439965,5.363429968806831,5.6406242807219185,0.10064806692234056,0.09551647004605641,0.1059751808432134
0.11959798994974875,0.12381834161183143,0.11621807294234639,0.13054128949642949,5.550297196770996,5.422033081433953,5.691609269198075,0.11900295085501514,0.11419308293241297,0.12393130326354278
0.1391959798994975,0.14411259051518632,0.1362547506467659,0.14965262263351467,5.501068045126681,5.279460762295408,5.637966256083956,0.13911268520290274,0.13456937345338646,0.1420581812364518
0.15879396984924624,0.16323254929258718,0.15593058372538,0.1673867054562471,5.493191745466539,5.309928803577925,5.64175441783161,0.1577174803420342,0.15397145407280827,0.16091418582464545
0.17839195979899497,0.1832914564357735,0.17800229801153822,0.18813857351321875,5.4840777378855226,5.377505837627026,5.634286981995697,0.17870950649493078,0.17386699922334153,0.18194844553706088
0.19798994974874373,0.2035065316779761,0.1970851844428904,0.209225139317481,5.484286640631649,5.3156704447596494,5.632035050703092,0.19866133851478168,0.19517269676650226,0.2025148292313223
0.21758793969849247,0.22279561888607988,0.21700517962975785,0.22895059101966617,5.442616657792052,5.224765772885669,5.590093251459926,0.21737978342390313,0.21316278135781194,0.22155369591891816
0.23718592964824123,0.24275275418177794,0.23925045220806182,0.24611653678095066,5.483795243001799,5.240405662408667,5.645299629136688,0.23687288614056629,0.2339746069472529,0.23963693787985196
0.25678391959798996,0.26337486204060123,0.25917605097598007,0.2682652878236079,5.5085312747871935,5.350868452561974,5.651855508666007,0.25725525157076845,0.2536244985178649,0.26025052794825587
0.27638190954773867,0.28302398000230905,0.277398812492327,0.2893365170677086,5.457437142768586,5.171760869539998,5.647388695964008,0.2771123773249393,0.2722742892435871,0.2812798791638939
0.2959798994974875,0.3019410524108106,0.2983145845196197,0.30594845156562384,5.448131868359619,5.20756235895593,5.639307767357096,0.2959449899677792,0.2922074595510688,0.2990694138804269
0.3155778894472362,0.3224996667107118,0.3184200310298349,0.326973033554941,5.451673519296931,5.191125630753582,5.626822379411802,0.31636240751768724,0.3126164963476527,0.31933710981900576
0.3351758793969849,0.3407564929702439,0.33565021318197336,0.34523502204601164,5.393140106353224,5.073349474434897,5.597855408548893,0.3348123321957095,0.33181812586022313,0.33853271253170975
0.3547738693467337,0.3600185497510279,0.35526261721101104,0.364513046109812,5.477392630275674,5.213873838977827,5.671407200198228,0.35409600975844274,0.34931763549131895,0.3577390296307973
0.3743718592964824,0.38146912774451514,0.37746404325901267,0.38512751572966275,5.42668669233684,5.0287561968745695,5.6438138974189,0.3745892093185966,0.37188933374338873,0.3770877103747773
0.39396984924623113,0.40020414366810364,0.3963386617856815,0.4037516689498103,5.408163210824768,5.00181710102686,5.652471987399351,0.3940863229942485,0.3909901901972049,0.39764390892725243
0.41356783919597995,0.4206403794329786,0.4157686124428769,0.424047104621132,5.416456488608942,5.077609317062932,5.647026147383424,0.4138696585501586,0.41045432987148456,0.41673894669304123
0.43316582914572865,0.4400941466000952,0.4359987636484582,0.44439948004284996,5.408841664138768,4.9620037299851525,5.645199667542889,0.4330685013561322,0.42958878685445673,0.4360009831190683
0.45276381909547736,0.4592244300412508,0.4555387276700611,0.46308396341157654,5.355302442892574,4.977457103521942,5.597653839830441,0.4519312970753022,0.44832075092214296,0.4552462907302889
0.4723618090452262,0.47931907191002115,0.4746926005538177,0.48235775659927954,5.27190564521168,4.8775735123341635,5.540381174777579,0.47218183153555326,0.46838721138752604,0.47470725922970464
0.4919597989949749,0.4996309989837745,0.49679499000895255,0.5026857849244525,5.348410059370233,4.978854235629141,5.601129421827844,0.49226697045011686,0.4891672010808035,0.49559087570463917
0.5115577889447236,0.5193459861144443,0.5159523790682491,0.5229823072990036,5.333876269422822,4.860581077038661,5.641049174359247,0.5117709724950622,0.5096322838551991,0.5148749892018852
0.5311557788944724,0.5388447610988052,0.5347774970551977,0.5429894132412765,5.27990031041829,4.53824181821797,5.639264874840213,0.5311931119479784,0.5287544535440691,0.5340889116594535
0.5507537688442211,0.5584948807209982,0.5543518736045162,0.562321328182307,5.165956805973795,4.620775545801944,5.553196143630268,0.5510694826009057,0.5473375520348512,0.554923625776219
0.5703517587939698,0.5783495949971169,0.5743002852656127,0.582197512342954,5.243600410744855,4.756912526827222,5.602496862224831,0.5705585939036285,0.5675565264739068,0.5734766812468634
0.5899497487437186,0.597802793753301,0.5947911385949887,0.6003197011437011,5.276281362707098,4.385831656515137,5.6222521242582415,0.5898943497232942,0.5870882365601666,0.5928270330041275
0.6095477386934673,0.6175031248649789,0.6152192116303584,0.6211514302366349,5.240277218089969,4.608632225795106,5.554997060509985,0.6094011641407697,0.6054923262889109,0.6129574358700578
0.629145728643216,0.636721539160585,0.6330423120749581,0.6411427410988914,5.1747362168800395,4.6364179863713515,5.546211509583576,0.628667783379434,0.6255303114345425,0.632683473611151
0.6487437185929649,0.6570548910490803,0.6532723932506566,0.6610253922704153,5.189684076728779,4.769718975948615,5.563988467012711,0.6487674808905662,0.6453939566842455,0.6525021187955615
0.6683417085427136,0.6771667569050417,0.6737844454709231,0.6805457904027077,5.222776221867792,4.431023323405333,5.57619702285769,0.6685248965241148,0.6658184537835286,0.6718460735084355
0.6879396984924623,0.6962813283017041,0.6930377627975522,0.6992117168820929,5.168473626772899,4.485274359276443,5.5606703656047864,0.687833597546453,0.684532335650428,0.6898770705914329
0.7075376884422111,0.716170626390525,0.713093741387662,0.7189495565728538,5.0817544444540745,4.381093800487951,5.574010583263294,0.7073787524122457,0.7049117418434954,0.7099743422015725
0.7271356783919598,0.735419255163884,0.7312795803907282,0.7390384584009513,5.135771569662845,4.436076356814807,5.600501726965725,0.7267935940611734,0.7228947971358253,0.7303464464040215
0.7467336683417085,0.7553101038026092,0.7516891851212012,0.7579305389900765,5.078250945699335,4.279731579745585,5.562200407894096,0.7463600010213032,0.7425472185951073,0.7489011438343187
0.7663316582914573,0.7749694942007425,0.7721628898113743,0.77840152223543,4.899214450558395,4.0389457028383955,5.552273525147786,0.7658664300559928,0.7629634001428502,0.7689434186201511
0.785929648241206,0.7957510165209002,0.7926122247153212,0.7981637385603116,4.890435617924095,3.9207496866184828,5.568406932158757,0.7865351235547845,0.7829758257132331,0.7890171677960762
0.8055276381909547,0.8156819359819265,0.8127768250836567,0.8179137575310969,4.99190208070339,4.217255874059768,5.552571841842933,0.8063698468422007,0.8036460813161674,0.8087978906637827
0.8251256281407036,0.8347806325371021,0.8322231408194696,0.8380985482091947,4.866728517522278,3.9605218562739144,5.5946613259602165,0.8253003418738108,0.822884837686818,0.8289201111767427
